600001,0.935483870968
600009,7.25806451613
600000,68.2580645161
600010,178.483870968
600015,30.4516129032
600003,0.387096774194
600021,53.3548387097
600018,16.9677419355
600002,0.322580645161
600022,36.0
600028,36.0322580645
600004,9.32258064516
600036,20.935483871
600031,50.0
600005,46.935483871
600037,15.4838709677
600035,6.45161290323
600006,43.4193548387
600038,22.8064516129
600050,50.5483870968
600007,4.87096774194
600056,13.9032258065
600052,9.58064516129
600008,15.5161290323
600057,18.5483870968
600058,21.9032258065
600012,6.83870967742
600059,14.4193548387
600055,6.70967741935
600011,8.93548387097
600062,28.4838709677
600060,89.2903225806
600016,54.7741935484
600071,21.5161290323
600066,12.6774193548
600020,43.064516129
600076,9.51612903226
600077,5.16129032258
600017,28.8709677419
600081,3.90322580645
600079,10.064516129
600019,56.0
600087,11.1612903226
600082,24.9032258065
600023,50.3548387097
600086,5.41935483871
600084,14.6129032258
600026,12.5161290323
600094,4.38709677419
600090,1.93548387097
600027,19.8709677419
600097,5.29032258065
600091,5.09677419355
600029,22.8387096774
600101,26.5161290323
600092,0.0967741935484
600033,38.4838709677
600099,8.38709677419
600095,20.5806451613
600030,79.8709677419
600102,0.161290322581
600103,12.2903225806
600048,63.4516129032
600114,2.61290322581
600105,8.74193548387
600039,37.2580645161
600116,20.0322580645
600109,59.0967741935
600051,7.22580645161
600117,15.1935483871
600112,5.03225806452
600053,9.06451612903
600121,8.64516129032
600120,43.8709677419
600054,7.06451612903
600122,19.2903225806
600123,25.0
600061,4.58064516129
600135,10.935483871
600125,27.064516129
600063,67.935483871
600143,37.8064516129
600126,7.16129032258
600065,0.0967741935484
600148,22.7741935484
600132,31.8387096774
600064,14.1290322581
600153,13.4516129032
600131,11.5483870968
600067,12.1935483871
600158,68.4193548387
600129,16.3548387097
600069,21.5483870968
600161,52.3548387097
600133,25.2903225806
600068,48.7096774194
600166,39.4193548387
600149,47.3225806452
600070,19.1612903226
600182,15.7419354839
600157,90.0322580645
600072,22.0
600205,0.129032258065
600162,28.064516129
600073,15.1612903226
600211,6.61290322581
600171,19.9677419355
600074,21.0322580645
600210,19.8064516129
600176,14.2903225806
600075,11.0967741935
600222,16.5806451613
600178,7.0
600078,24.8387096774
600225,21.0322580645
600179,5.58064516129
600080,17.2258064516
600227,24.064516129
600180,13.1290322581
600083,7.83870967742
600223,9.58064516129
600185,14.0322580645
600085,9.35483870968
600231,7.03225806452
600190,15.5483870968
600088,24.1290322581
600232,6.41935483871
600197,6.74193548387
600089,54.1290322581
600234,11.1290322581
600208,28.4193548387
600093,44.0322580645
600243,4.25806451613
600218,7.83870967742
600096,25.0322580645
600246,10.3548387097
600219,35.4838709677
600100,41.1612903226
600250,5.87096774194
600233,6.70967741935
600098,11.9677419355
600255,228.161290323
600238,30.8709677419
600104,15.2903225806
600256,80.4838709677
600237,21.5806451613
600106,15.3225806452
600261,20.9677419355
600242,6.74193548387
600107,10.0
600268,15.2258064516
600247,99.4516129032
600108,41.5806451613
600282,5.09677419355
600253,0.0967741935484
600111,44.2258064516
600288,38.8709677419
600258,4.22580645161
600110,32.0322580645
600290,24.7741935484
600260,44.8387096774
600113,9.06451612903
600292,14.4838709677
600265,10.1290322581
600115,18.9677419355
600296,0.0967741935484
600263,0.0645161290323
600118,39.5483870968
600299,74.4516129032
600267,11.1290322581
600119,14.4838709677
600312,19.0
600271,28.9032258065
600127,31.1612903226
600316,78.1290322581
600273,39.4193548387
600128,19.064516129
600320,25.6774193548
600275,40.8387096774
600130,22.0322580645
600323,15.8387096774
600276,5.0
600136,4.77419354839
600327,40.4193548387
600277,21.8387096774
600137,9.67741935484
600328,23.3225806452
600281,7.70967741935
600138,22.0967741935
600332,89.4193548387
600283,2.8064516129
600139,50.4516129032
600337,8.32258064516
600285,17.2258064516
600141,27.935483871
600336,20.1935483871
600289,14.4838709677
600145,40.9677419355
600333,11.1612903226
600297,2.61290322581
600146,37.7096774194
600339,26.6774193548
600305,7.38709677419
600150,157.774193548
600346,14.0322580645
600306,4.8064516129
600152,30.0967741935
600350,17.5483870968
600311,17.0322580645
600151,33.935483871
600362,23.0322580645
600310,22.2258064516
600155,11.9677419355
600361,38.0322580645
600313,28.6129032258
600156,7.96774193548
600367,15.3548387097
600315,25.8709677419
600159,10.6774193548
600372,16.7741935484
600325,40.6451612903
600160,32.6451612903
600379,2.87096774194
600329,4.77419354839
600163,13.8387096774
600380,28.5483870968
600330,29.5806451613
600165,7.77419354839
600382,44.6451612903
600335,9.29032258065
600167,5.93548387097
600383,19.0322580645
600340,10.1290322581
600168,18.5806451613
600386,15.6129032258
600345,7.16129032258
600170,13.6129032258
600387,19.0
600348,25.064516129
600169,58.3225806452
600392,13.8709677419
600354,15.8709677419
600172,17.7741935484
600400,22.8064516129
600359,18.0
600173,7.0
600410,76.6129032258
600358,3.06451612903
600175,27.2258064516
600419,9.41935483871
600356,7.45161290323
600177,41.2258064516
600423,5.41935483871
600366,9.54838709677
600183,11.2903225806
600420,3.45161290323
600365,3.48387096774
600181,0.0322580645161
600428,18.3548387097
600363,31.2903225806
600184,17.2580645161
600432,12.9677419355
600368,23.9032258065
600186,10.4838709677
600438,8.96774193548
600375,21.9677419355
600187,8.58064516129
600439,16.9677419355
600376,43.1612903226
600188,9.03225806452
600448,7.90322580645
600377,8.58064516129
600189,10.6451612903
600449,16.8064516129
600381,326.709677419
600191,21.935483871
600456,20.7096774194
600396,8.48387096774
600192,6.29032258065
600458,22.7741935484
600395,12.2580645161
600193,24.0967741935
600462,7.1935483871
600398,11.7419354839
